ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,label,subject
-65.0,-3.0,-3.0,32.01,0.152488,32.93,4,S4
-63.0,-5.0,15.0,-36.47,0.401299,31.11,4,S3
-35.0,-52.0,12.0,8.6,0.425643,30.83,3,S3
-42.0,-13.0,-50.0,-54.5,0.105159,33.09,1,S4
-45.0,-39.0,-23.0,13.92,0.286819,32.18,1,S14
-64.0,13.0,-5.0,5.56,0.448706,30.65,4,S3
-61.0,-19.0,-15.0,-2.64,0.892089,33.23,1,S3
15.0,-55.0,14.0,177.99,0.590961,33.93,2,S2
-37.0,-7.0,-52.0,-4.07,0.309845,32.09,1,S14
-27.0,-46.0,-19.0,-16.96,0.33543,32.65,2,S14
-63.0,-4.0,15.0,-33.46,0.401299,31.09,4,S3
-50.0,40.0,8.0,-432.66,1.961608,32.68,2,S4
-40.0,-38.0,-32.0,-1.45,0.334151,32.66,2,S14
-16.0,62.0,7.0,19.27,0.320079,31.95,3,S14
-19.0,60.0,10.0,-47.75,0.320079,32.0,3,S14
-19.0,61.0,12.0,12.06,0.320079,31.99,3,S14
-20.0,-7.0,-61.0,37.82,0.120509,33.03,1,S4
-56.0,7.0,32.0,-28.3,0.3188,31.69,4,S14
-20.0,-11.0,-60.0,26.11,0.126905,33.0,1,S4
-30.0,-36.0,-48.0,-23.97,0.286819,32.13,1,S14
-37.0,-36.0,-37.0,-61.12,0.291936,32.15,1,S14
-25.0,-59.0,-8.0,27.15,0.271468,32.27,1,S14
49.0,28.0,29.0,34.41,0.125837,35.91,1,S2
-38.0,-51.0,9.0,-38.2,0.272747,32.25,1,S14
24.0,-55.0,10.0,-47.97,0.620431,34.0,2,S2
-50.0,-4.0,41.0,4.37,0.389768,30.77,3,S3
-19.0,-44.0,-42.0,7.32,0.11923,33.0,1,S4
-53.0,5.0,36.0,13.46,0.321359,32.41,4,S14
62.0,1.0,11.0,-5.53,0.251408,34.0,4,S2
57.0,23.0,17.0,-4.52,0.201436,33.65,4,S2
-25.0,-58.0,-8.0,-13.17,0.271468,32.25,1,S14
-52.0,-37.0,7.0,6.74,0.348223,32.83,2,S14
-44.0,-37.0,-13.0,-3.31,0.33543,32.65,2,S14
-55.0,-2.0,34.0,-8.32,0.392331,30.89,3,S3
-15.0,64.0,8.0,-62.09,2.071617,32.21,2,S4
-55.0,-35.0,-29.0,-50.5,0.337989,32.68,2,S14
-58.0,-31.0,2.0,-93.03,0.350781,32.83,2,S14
-63.0,14.0,-6.0,-4.28,0.455112,30.65,4,S3
-54.0,4.0,35.0,22.17,0.308566,32.5,4,S14
-38.0,-51.0,9.0,-23.52,0.271468,32.27,1,S14
-63.0,1.0,20.0,13.53,0.187026,31.41,4,S4
-64.0,14.0,-4.0,9.72,0.439737,30.65,4,S3
-20.0,-7.0,-61.0,7.12,0.120509,33.05,1,S4
62.0,1.0,11.0,13.65,0.30138,34.07,4,S2
-30.0,-57.0,6.0,47.16,0.277864,32.21,1,S14
-15.0,62.0,6.0,-12.61,0.317521,31.99,3,S14
-34.0,-6.0,-55.0,-32.81,0.115392,33.09,1,S4
57.0,22.0,17.0,-8.1,0.250126,33.63,4,S2
-29.0,57.0,13.0,-4.59,3.523157,32.47,2,S3
-20.0,61.0,7.0,-69.38,2.467641,32.5,2,S4
-31.0,57.0,9.0,3.36,2.748841,32.09,2,S3
-62.0,1.0,19.0,-5.36,0.193422,31.41,4,S4
-55.0,9.0,33.0,4.75,0.320079,31.67,4,S14
-64.0,-2.0,12.0,12.98,0.339268,33.16,2,S14
62.0,1.0,11.0,-23.02,0.246282,33.97,4,S2
-20.0,61.0,8.0,22.31,2.261693,32.45,2,S4
-64.0,14.0,-5.0,4.79,0.442299,30.55,4,S3
-43.0,-1.0,47.0,-5.4,0.362862,30.97,3,S3
-62.0,-8.0,-16.0,-10.0,0.194701,32.83,1,S4
-44.0,18.0,43.0,-107.26,0.172955,32.75,3,S4
-32.0,50.0,16.0,66.28,0.373808,32.89,2,S14
25.0,-52.0,24.0,-73.91,0.58715,33.16,1,S3
60.0,-1.0,-21.0,-18.92,0.207842,34.27,3,S2
62.0,0.0,11.0,3.43,0.265502,33.99,4,S2
62.0,0.0,11.0,13.02,0.265502,33.97,4,S2
-56.0,-30.0,13.0,-2.44,0.367987,33.25,1,S3
62.0,1.0,11.0,3.38,0.195029,34.18,4,S2
62.0,0.0,11.0,-14.36,0.296254,34.05,4,S2
-29.0,-8.0,-57.0,7.99,0.160163,32.91,1,S4
-60.0,-19.0,-15.0,-5.03,0.78062,33.43,1,S3
-37.0,-4.0,-50.0,-28.06,0.117951,33.07,1,S4
24.0,57.0,14.0,-1.61,0.239876,34.03,3,S2
-64.0,13.0,-5.0,1.79,0.449987,30.63,4,S3
61.0,5.0,-9.0,21.3,0.878048,35.71,1,S2
-21.0,-11.0,-60.0,27.68,0.126905,32.99,1,S4
-54.0,-35.0,-7.0,15.3,2.070655,32.84,1,S3
-63.0,2.0,17.0,13.36,0.181909,31.43,4,S4
-64.0,14.0,-5.0,7.66,0.45255,30.65,4,S3
-54.0,4.0,36.0,-31.86,0.317521,32.5,4,S14
-41.0,-47.0,-17.0,-57.29,0.306008,32.07,1,S14
-44.0,-44.0,16.0,-0.79,0.309845,32.99,2,S14
57.0,23.0,17.0,-3.97,0.178372,33.99,4,S2
-32.0,55.0,11.0,3.73,3.922829,32.16,2,S3
62.0,0.0,12.0,6.08,0.143776,34.63,4,S2
-65.0,-2.0,-2.0,-7.31,0.153767,32.93,4,S4
-31.0,-55.0,8.0,29.94,0.266351,32.25,1,S14
-65.0,-3.0,-3.0,30.52,0.152488,32.93,4,S4
-30.0,56.0,10.0,2.52,3.51539,32.16,2,S3
-20.0,-4.0,-61.0,63.16,0.121788,33.07,1,S4
-42.0,-2.0,48.0,-6.1,0.403862,33.13,1,S3
-64.0,-6.0,-11.0,-31.33,0.189584,32.84,1,S4
-18.0,61.0,11.0,0.61,0.3188,31.87,3,S14
48.0,-11.0,-32.0,-9.75,0.159152,35.89,1,S2
15.0,-59.0,15.0,-75.25,1.13047,32.83,2,S2
-22.0,-10.0,-60.0,-28.96,0.125626,32.99,1,S4
-51.0,-1.0,39.0,5.45,0.455112,33.16,1,S3
-17.0,62.0,7.0,4.83,0.3188,31.97,3,S14
56.0,25.0,17.0,-6.22,0.102773,35.91,1,S2
-56.0,12.0,31.0,-31.1,0.306008,31.55,4,S14
-21.0,-7.0,-61.0,55.03,0.120509,33.07,1,S4
-56.0,-34.0,-3.0,-3.27,2.992718,32.84,1,S3
-61.0,-19.0,-15.0,-25.36,0.869026,33.25,1,S3
-30.0,-7.0,-57.0,38.67,0.11923,33.07,1,S4
8.0,-55.0,31.0,-15.7,0.369268,30.89,3,S3
-41.0,-47.0,-22.0,-114.66,0.192143,32.81,1,S4
-17.0,61.0,10.0,157.77,2.630096,32.39,2,S4
32.0,-44.0,18.0,77.67,0.724219,33.68,2,S2
54.0,25.0,22.0,9.35,0.098929,35.91,1,S2
62.0,1.0,11.0,14.36,0.289848,34.03,4,S2
-46.0,44.0,12.0,-5.45,0.343643,30.95,4,S3
-65.0,-3.0,-3.0,9.53,0.155047,32.95,4,S4
-31.0,56.0,10.0,-0.01,3.324563,32.13,2,S3
62.0,0.0,12.0,14.44,0.145057,34.66,4,S2
-15.0,62.0,5.0,3.47,0.316242,31.97,3,S14
47.0,21.0,-37.0,5.13,0.102773,35.65,1,S2
-38.0,53.0,5.0,-25.08,2.266051,32.73,2,S4
-33.0,-39.0,-42.0,40.53,0.288098,32.16,1,S14
49.0,13.0,-38.0,-7.66,0.125837,35.68,1,S2
-64.0,14.0,-5.0,0.8,0.442299,30.63,4,S3
9.0,-56.0,25.0,16.5,0.589713,33.16,1,S3
-46.0,45.0,10.0,-1.93,0.34108,30.91,4,S3
-54.0,4.0,36.0,-23.02,0.316242,32.55,4,S14
17.0,-59.0,19.0,-23.0,0.634526,34.03,2,S2
-14.0,62.0,7.0,-10.93,0.3188,31.95,3,S14
-65.0,-2.0,-2.0,-7.58,0.155047,32.87,4,S4
-56.0,7.0,32.0,-33.75,0.317521,31.69,4,S14
-44.0,19.0,43.0,61.05,0.172955,32.75,3,S4
-63.0,-4.0,15.0,-19.28,0.401299,31.07,4,S3
-38.0,-7.0,-52.0,111.62,0.303449,32.21,1,S14
16.0,-59.0,14.0,-10.28,1.125345,32.66,2,S2
-56.0,7.0,32.0,13.69,0.316242,31.75,4,S14
-62.0,-20.0,-8.0,2.53,0.724244,33.43,1,S3
-64.0,14.0,-6.0,3.27,0.469206,30.49,4,S3
-31.0,-7.0,-56.0,-25.92,0.120509,33.07,1,S4
-54.0,-33.0,-13.0,-25.53,0.281702,32.25,1,S14
-56.0,8.0,32.0,-9.16,0.3188,31.71,4,S14
-55.0,-34.0,-4.0,3.9,3.457734,32.73,1,S3
-45.0,-37.0,-25.0,35.29,0.285539,32.11,1,S14
-56.0,8.0,32.0,12.59,0.312404,31.67,4,S14
-42.0,-44.0,17.0,18.32,0.314962,33.03,2,S14
-49.0,1.0,42.0,18.62,0.167838,32.83,3,S4
-37.0,-7.0,-53.0,32.1,0.308566,32.13,1,S14
55.0,23.0,22.0,8.59,0.157871,35.91,1,S2
16.0,-59.0,15.0,36.53,0.97536,33.49,2,S2
-35.0,-42.0,-34.0,-12.68,0.33671,32.73,2,S14
-43.0,-46.0,7.0,1.31,0.33671,32.75,2,S14
-36.0,-8.0,-52.0,-16.83,0.304728,32.21,1,S14
55.0,23.0,22.0,-2.69,0.145057,35.89,1,S2
62.0,0.0,12.0,-16.93,0.14762,34.63,4,S2
3.0,-53.0,33.0,-8.68,0.400018,30.89,3,S3
-65.0,-2.0,11.0,4.08,0.330313,33.16,2,S14
-61.0,1.0,21.0,-31.59,0.187026,31.41,4,S4
-46.0,44.0,11.0,-5.16,0.347487,30.93,4,S3
0.0,-54.0,32.0,-8.34,0.373112,30.71,3,S3
-52.0,-39.0,-31.0,-82.0,0.337989,32.68,2,S14
-65.0,-23.0,-2.0,-8.74,0.341827,32.65,2,S14
-22.0,-11.0,-60.0,-35.62,0.128184,32.97,1,S4
-27.0,-16.0,54.0,-212.16,4.841912,32.63,1,S3
-43.0,-46.0,-14.0,-11.91,0.307287,32.18,1,S14
-58.0,-7.0,-30.0,-40.61,0.105159,33.07,1,S4
-56.0,-36.0,11.0,-11.16,0.350781,32.81,2,S14
-31.0,-48.0,29.0,-3.44,0.332872,33.16,2,S14
-61.0,-20.0,-9.0,8.54,0.697338,33.43,1,S3
-44.0,-32.0,33.0,11.24,4.63563,32.65,1,S3
-27.0,58.0,11.0,6.68,3.424501,32.49,2,S3
-49.0,0.0,9.0,-2.22,2.451187,32.05,2,S3
-28.0,-56.0,16.0,-1.51,0.984339,33.27,1,S3
-21.0,60.0,6.0,-56.77,2.545975,32.5,2,S4
63.0,0.0,-6.0,-8.9,0.196311,34.33,3,S2
-47.0,-9.0,43.0,8.88,6.103952,32.63,1,S3
55.0,25.0,21.0,1.0,0.514081,35.79,1,S2
62.0,0.0,12.0,12.48,0.14762,34.61,4,S2
53.0,16.0,31.0,-15.8,0.847296,35.68,1,S2
-24.0,-59.0,-8.0,7.76,0.265071,32.23,1,S14
-65.0,-2.0,-2.0,19.32,0.156326,32.84,4,S4
-34.0,-8.0,-54.0,-13.09,0.157605,32.89,1,S4
-49.0,19.0,38.0,-44.05,0.18063,32.77,3,S4
-17.0,61.0,11.0,267.07,2.106914,32.31,2,S4
-50.0,-37.0,-17.0,-9.69,0.294494,32.16,1,S14
59.0,19.0,-1.0,12.22,0.374416,35.89,1,S2
-30.0,57.0,10.0,12.9,1.890484,31.95,2,S3
-49.0,8.0,40.0,8.59,0.167838,32.79,3,S4
-65.0,-1.0,7.0,9.92,0.181909,31.47,4,S4
-65.0,-3.0,-2.0,10.6,0.152488,32.95,4,S4
-48.0,-23.0,-38.0,23.57,0.992126,33.25,1,S3
-54.0,4.0,35.0,0.37,0.308566,32.53,4,S14
-64.0,-2.0,3.0,-26.26,0.271468,32.29,1,S14
44.0,31.0,29.0,-132.76,0.693536,35.73,1,S2
-42.0,-47.0,6.0,-42.5,0.272747,32.27,1,S14
-46.0,45.0,9.0,-4.5,0.337237,30.91,4,S3
-52.0,-3.0,37.0,4.53,2.961968,32.84,1,S3
-39.0,-51.0,6.0,-14.74,4.8701,32.63,1,S3
-21.0,-11.0,-61.0,17.15,0.125626,33.0,1,S4
-45.0,45.0,11.0,1.26,0.34108,30.91,4,S3
-48.0,-60.0,-58.0,94.37,0.340547,32.77,2,S14
-29.0,56.0,10.0,-0.32,2.92181,32.09,2,S3
-30.0,57.0,14.0,3.1,3.830579,32.34,2,S3
43.0,14.0,-44.0,3.71,0.116868,35.75,1,S2
-42.0,-48.0,-8.0,23.25,0.341827,32.81,2,S14
54.0,26.0,20.0,-22.74,0.48461,35.77,1,S2
-49.0,-3.0,41.0,-13.86,0.405143,30.71,3,S3
57.0,16.0,22.0,15.88,0.210405,35.79,1,S2
-60.0,-19.0,-15.0,-14.4,0.793432,33.39,1,S3
-25.0,59.0,1.0,3.07,2.366586,32.47,2,S4
62.0,1.0,11.0,16.2,0.232188,33.99,4,S2
-65.0,-2.0,-3.0,-60.61,0.152488,32.95,4,S4
-46.0,45.0,9.0,-0.52,0.332112,30.89,4,S3
-32.0,-8.0,-56.0,-56.08,0.130742,32.91,1,S4
54.0,26.0,21.0,18.11,0.096367,35.91,1,S2
-52.0,-35.0,-17.0,21.48,0.288098,32.09,1,S14
-57.0,-35.0,-28.0,-39.61,0.33671,32.65,2,S14
-37.0,-8.0,-52.0,13.07,0.311125,32.15,1,S14
-53.0,2.0,37.0,-21.67,0.510206,33.18,1,S3
-43.0,-48.0,-7.0,1.43,0.290656,32.15,1,S14
-31.0,-9.0,-56.0,32.22,0.169117,32.89,1,S4
-23.0,55.0,16.0,-7.13,4.230042,32.23,2,S3
21.0,-59.0,13.0,76.49,0.567897,33.79,2,S2
-64.0,-32.0,-20.0,41.32,0.340547,32.71,2,S14
-46.0,45.0,9.0,-3.11,0.333393,30.87,4,S3
-52.0,-1.0,38.0,10.49,0.467925,33.18,1,S3
-21.0,61.0,15.0,-7.87,2.688938,32.43,2,S4
-31.0,57.0,10.0,-0.78,0.432049,32.61,2,S3
-65.0,-2.0,6.0,14.17,0.183188,31.47,4,S4
-18.0,61.0,12.0,-22.07,0.320079,31.91,3,S14
16.0,-59.0,14.0,3.61,1.120219,32.63,2,S2
-61.0,-20.0,-9.0,-1.17,0.724244,33.43,1,S3
63.0,0.0,-6.0,-43.78,0.187341,34.33,3,S2
-61.0,-20.0,-8.0,-14.09,0.742182,33.45,1,S3
-46.0,-44.0,12.0,-3.35,0.298332,32.97,2,S14
-29.0,57.0,9.0,1.2,1.726483,31.93,2,S3
-54.0,5.0,36.0,10.04,0.320079,32.45,4,S14
-18.0,62.0,7.0,-31.01,0.321359,31.97,3,S14
-24.0,60.0,10.0,6.16,2.200293,32.68,2,S4
54.0,28.0,18.0,289.79,0.080991,35.63,1,S2
-57.0,-30.0,3.0,41.09,1.762358,32.83,1,S3
-56.0,7.0,32.0,-8.84,0.3188,31.73,4,S14
-34.0,-6.0,-54.0,-6.57,0.116671,33.09,1,S4
-31.0,-55.0,7.0,5.49,0.268909,32.18,1,S14
-54.0,-31.0,15.0,-16.75,0.362862,33.25,1,S3
-33.0,52.0,17.0,-68.76,0.313683,31.77,3,S14
62.0,0.0,12.0,13.12,0.152745,34.63,4,S2
-64.0,-1.0,6.0,-28.14,0.272747,32.29,1,S14
59.0,0.0,-21.0,11.6,0.193748,34.25,3,S2
-42.0,-2.0,48.0,3.84,0.408987,33.15,1,S3
-31.0,-55.0,0.0,21.01,0.290656,32.05,1,S14
62.0,0.0,12.0,17.4,0.150183,34.63,4,S2
-61.0,-19.0,-15.0,-6.84,0.865182,33.27,1,S3
-48.0,19.0,38.0,53.73,0.18063,32.77,3,S4
28.0,57.0,4.0,15.48,0.220656,34.07,3,S2
-38.0,51.0,11.0,1.0,0.314962,31.77,3,S14
-55.0,-35.0,1.0,37.49,2.046311,32.83,1,S3
-44.0,18.0,43.0,-41.1,0.172955,32.71,3,S4
-18.0,61.0,10.0,-38.11,2.279602,32.34,2,S4
-52.0,0.0,38.0,11.45,0.47305,33.16,1,S3
-23.0,61.0,11.0,140.97,2.277044,32.29,2,S4
49.0,12.0,-37.0,10.38,0.104055,35.71,1,S2
-52.0,-1.0,38.0,-14.74,0.479456,33.18,1,S3
-66.0,0.0,-5.0,-3.39,0.157605,32.79,4,S4
13.0,-59.0,16.0,-1.47,0.183188,31.45,4,S4
-55.0,-34.0,-3.0,-7.86,3.282282,32.79,1,S3
-33.0,-8.0,-55.0,42.0,0.137138,32.93,1,S4
-45.0,-44.0,16.0,-14.65,0.309845,33.07,2,S14
-52.0,-26.0,-46.0,-47.24,0.339268,32.75,2,S14
-21.0,60.0,11.0,7.63,2.219481,32.47,2,S4
-68.0,14.0,-35.0,-2.2,0.603737,32.57,2,S3
-31.0,56.0,9.0,-24.54,2.743716,32.11,2,S3
-62.0,2.0,19.0,21.27,0.19598,31.39,4,S4
-47.0,-5.0,44.0,12.68,0.402581,30.83,3,S3
-43.0,-1.0,47.0,-0.24,0.36158,30.97,3,S3
-56.0,7.0,31.0,19.87,0.314962,31.73,4,S14
-50.0,6.0,41.0,15.72,0.633275,33.37,1,S3
-18.0,60.0,0.0,-78.23,1.980795,32.25,2,S4
63.0,0.0,-3.0,-29.07,0.214249,34.37,3,S2
56.0,22.0,18.0,-174.97,0.294973,33.71,4,S2
-61.0,-5.0,22.0,-1.65,2.525902,32.73,1,S3
-32.0,-47.0,27.0,26.55,0.330313,33.13,2,S14
-65.0,-1.0,10.0,12.14,0.192143,31.47,4,S4
41.0,13.0,-46.0,-13.38,0.114305,35.95,1,S2
-34.0,-54.0,5.0,27.9,0.275305,32.27,1,S14
-65.0,0.0,-7.0,-54.82,0.152488,32.73,4,S4
58.0,19.0,16.0,-19.41,0.247564,35.75,1,S2
-44.0,3.0,46.0,-44.42,1.641921,32.84,1,S3
14.0,-59.0,17.0,-23.53,0.183188,31.45,4,S4
-21.0,-11.0,-59.0,-10.56,0.125626,32.97,1,S4
50.0,30.0,24.0,9.9,0.389792,35.87,1,S2
15.0,-59.0,14.0,-29.85,1.14969,32.77,2,S2
-24.0,-58.0,-7.0,7.76,0.270188,32.31,1,S14
-65.0,-1.0,9.0,0.2,0.192143,31.49,4,S4
15.0,-59.0,14.0,21.15,1.083061,32.79,2,S2
-54.0,4.0,36.0,-28.38,0.316242,32.55,4,S14
62.0,0.0,12.0,18.31,0.173247,34.41,4,S2
-64.0,13.0,-6.0,-18.29,0.451268,30.63,4,S3
38.0,28.0,37.0,37.94,0.119431,35.91,1,S2
-42.0,-35.0,-35.0,-39.37,0.279143,32.13,1,S14
-40.0,-24.0,44.0,17.53,0.175513,31.47,4,S4
54.0,25.0,21.0,-13.25,0.102773,35.89,1,S2
-56.0,-31.0,9.0,6.57,1.615014,32.87,1,S3
-44.0,-28.0,-39.0,23.43,0.285539,32.13,1,S14
-53.0,5.0,36.0,14.0,0.320079,32.43,4,S14
-63.0,14.0,-6.0,-14.99,0.457675,30.63,4,S3
58.0,0.0,-24.0,-31.97,0.219374,34.29,3,S2
-48.0,-36.0,-25.0,26.21,0.285539,32.09,1,S14
-39.0,51.0,11.0,3.3,0.312404,31.75,3,S14
-60.0,-19.0,-15.0,8.99,0.792151,33.41,1,S3
-65.0,-1.0,9.0,23.3,0.280422,32.23,1,S14
-46.0,-7.0,44.0,-26.15,5.798165,32.55,1,S3
-55.0,-4.0,33.0,-4.85,0.383362,30.93,3,S3
40.0,37.0,33.0,-9.49,0.578216,35.79,1,S2
-32.0,-7.0,-56.0,42.05,0.121788,33.05,1,S4
-45.0,-38.0,-22.0,-19.47,0.340547,32.66,2,S14
-54.0,4.0,36.0,-35.73,0.313683,32.53,4,S14
-19.0,-11.0,-61.0,15.25,0.125626,32.97,1,S4
-64.0,14.0,-5.0,2.47,0.443581,30.63,4,S3
-56.0,7.0,32.0,1.68,0.317521,31.73,4,S14
-54.0,-4.0,34.0,2.46,0.410268,33.15,1,S3
-34.0,-6.0,-55.0,-42.96,0.114113,33.11,1,S4
13.0,-58.0,19.0,-26.81,0.185747,31.45,4,S4
-46.0,45.0,10.0,0.74,0.339799,30.93,4,S3
-47.0,-46.0,-1.0,64.24,0.306008,32.09,1,S14
-42.0,-22.0,42.0,53.31,0.293215,32.15,1,S14
-41.0,-50.0,-3.0,-4.74,0.281702,32.09,1,S14
15.0,-60.0,13.0,-17.23,0.585835,33.84,2,S2
-56.0,8.0,31.0,8.72,0.314962,31.67,4,S14
-19.0,61.0,4.0,35.52,2.513691,32.63,2,S4
57.0,22.0,18.0,-57.36,0.315474,33.68,4,S2
-35.0,-38.0,-42.0,-10.69,0.30217,32.16,1,S14
-55.0,-31.0,7.0,-14.76,1.764921,32.81,1,S3
-64.0,14.0,-5.0,9.01,0.442299,30.65,4,S3
-57.0,-36.0,-6.0,23.09,0.354619,32.81,2,S14
-50.0,18.0,36.0,161.53,0.170397,32.77,3,S4
-55.0,-34.0,-4.0,-2.63,3.547421,32.73,1,S3
-63.0,1.0,17.0,22.09,0.18063,31.45,4,S4
-29.0,61.0,5.0,37.07,2.010975,32.66,2,S4
-52.0,28.0,27.0,54.64,0.146092,32.73,4,S4
65.0,0.0,4.0,87.17,0.130963,35.55,1,S2
-20.0,-6.0,-61.0,-61.25,0.114113,33.07,1,S4
16.0,-60.0,13.0,9.12,1.124063,32.63,2,S2
-34.0,53.0,18.0,31.51,0.316242,31.79,3,S14
-64.0,12.0,-6.0,2.42,0.469206,30.47,4,S3
16.0,-58.0,14.0,-61.93,0.602492,33.84,2,S2
-46.0,41.0,10.0,0.92,0.373112,31.09,4,S3
62.0,0.0,11.0,1.88,0.202717,34.15,4,S2
-16.0,62.0,10.0,-61.26,2.039117,32.27,2,S4
-56.0,-29.0,13.0,-14.22,0.374393,33.13,1,S3
61.0,0.0,-16.0,2.77,0.180935,34.16,3,S2
-63.0,1.0,14.0,57.04,0.179351,31.45,4,S4
-44.0,18.0,43.0,6.29,0.174234,32.75,3,S4
-53.0,95.0,13.0,2.16,0.346205,32.71,2,S3
-61.0,-7.0,18.0,-7.47,2.682215,32.75,1,S3
-37.0,52.0,11.0,-9.71,0.313683,31.81,3,S14
-55.0,-4.0,34.0,-1.59,0.375674,30.93,3,S3
-57.0,33.0,-6.0,169.83,2.135576,32.73,2,S4
-31.0,-55.0,9.0,23.97,0.26763,32.23,1,S14
-44.0,18.0,43.0,-0.05,0.171676,32.77,3,S4
-51.0,-1.0,43.0,-45.48,0.170397,32.79,3,S4
-53.0,-36.0,-9.0,-50.46,2.06553,32.84,1,S3
-31.0,-9.0,-55.0,-14.3,0.152488,32.91,1,S4
-46.0,-8.0,44.0,8.56,5.826352,32.57,1,S3
-59.0,-23.0,-14.0,10.21,0.692213,33.43,1,S3
-64.0,13.0,-6.0,4.39,0.460237,30.55,4,S3
-65.0,-2.0,-2.0,23.74,0.155047,32.91,4,S4
-25.0,-49.0,-29.0,-34.45,0.294494,32.03,1,S14
-46.0,-34.0,-29.0,27.19,0.289377,32.15,1,S14
43.0,13.0,-44.0,22.82,0.116868,35.79,1,S2
-31.0,56.0,9.0,1.67,2.914122,32.11,2,S3
-50.0,6.0,42.0,-68.73,0.167838,32.77,3,S4
57.0,22.0,17.0,1.95,0.279597,33.66,4,S2
-61.0,-5.0,19.0,-23.53,1.268876,32.89,1,S3
-32.0,56.0,9.0,6.67,4.743256,32.29,2,S3
15.0,-59.0,13.0,92.0,0.593523,33.87,2,S2
-56.0,7.0,32.0,6.89,0.3188,31.73,4,S14
-23.0,-10.0,-60.0,6.27,0.129463,32.95,1,S4
-44.0,-46.0,-13.0,-6.65,0.309845,32.09,1,S14
-33.0,-7.0,-56.0,-23.26,0.11923,33.07,1,S4
-53.0,4.0,36.0,15.98,0.313683,32.53,4,S14
-25.0,-11.0,-59.0,30.72,0.129463,32.93,1,S4
-29.0,58.0,11.0,-2.19,4.218799,32.39,2,S3
-53.0,5.0,36.0,18.05,0.3188,32.43,4,S14
-20.0,-46.0,-40.0,-4.63,0.116671,33.0,1,S4
-31.0,-9.0,-56.0,31.46,0.14993,32.89,1,S4
-49.0,7.0,41.0,30.95,0.170397,32.77,3,S4
-50.0,7.0,40.0,-0.39,0.616619,33.33,1,S3
-60.0,-5.0,22.0,-29.05,2.524621,32.71,1,S3
-56.0,8.0,31.0,-9.02,0.308566,31.69,4,S14
-61.0,6.0,9.0,-4.59,0.346944,32.84,2,S14
-36.0,-14.0,51.0,-7.93,4.8701,32.61,1,S3
-36.0,52.0,15.0,-17.27,0.311125,31.79,3,S14
-54.0,4.0,36.0,19.17,0.317521,32.53,4,S14
-22.0,58.0,4.0,-67.34,2.556209,32.59,2,S4
-64.0,14.0,-5.0,-12.32,0.442299,30.63,4,S3
56.0,18.0,23.0,18.89,0.177091,35.87,1,S2
-19.0,60.0,12.0,1.29,0.320079,32.0,3,S14
-51.0,7.0,39.0,16.42,0.621744,33.31,1,S3
-34.0,-8.0,-55.0,35.75,0.161442,32.91,1,S4
-53.0,5.0,36.0,-23.4,0.314962,32.41,4,S14
-64.0,13.0,-5.0,0.58,0.446143,30.63,4,S3
-56.0,-30.0,13.0,3.95,0.369268,33.29,1,S3
-64.0,14.0,-4.0,-9.25,0.441018,30.63,4,S3
63.0,0.0,-6.0,12.43,0.192467,34.31,3,S2
-19.0,-6.0,-61.0,29.4,0.11923,33.07,1,S4
62.0,0.0,11.0,-7.69,0.280878,34.0,4,S2
57.0,23.0,17.0,12.5,0.216812,33.63,4,S2
-54.0,-6.0,34.0,6.54,0.382081,30.93,3,S3
-42.0,-42.0,-18.0,20.1,0.341827,32.77,2,S14
18.0,-60.0,17.0,-74.9,0.602492,33.84,2,S2
-34.0,-9.0,-54.0,26.51,0.151209,32.89,1,S4
58.0,24.0,-3.0,-11.25,0.093804,35.63,1,S2
-63.0,-4.0,15.0,10.94,0.401299,31.11,4,S3
-47.0,-39.0,-22.0,15.07,0.286819,32.21,1,S14
-65.0,-2.0,5.0,34.6,0.18063,31.47,4,S4
-65.0,-3.0,-1.0,-37.47,0.151209,32.91,4,S4
-60.0,-21.0,2.0,17.09,0.662744,33.43,1,S3
-53.0,5.0,36.0,8.63,0.317521,32.49,4,S14
-33.0,-7.0,-56.0,-61.84,0.11923,33.09,1,S4
-50.0,-36.0,-21.0,-41.32,0.286819,32.09,1,S14
-22.0,61.0,9.0,45.88,2.540554,32.61,2,S4
-37.0,-8.0,-53.0,2.99,0.307287,32.15,1,S14
-20.0,-7.0,-62.0,20.77,0.121788,33.05,1,S4
-42.0,8.0,48.0,2.75,0.567931,33.23,1,S3
-65.0,-2.0,-2.0,33.56,0.152488,32.93,4,S4
-48.0,19.0,38.0,-37.57,0.18063,32.77,3,S4
-53.0,-6.0,36.0,0.68,2.856466,32.81,1,S3
64.0,0.0,-4.0,-6.73,0.220656,34.37,3,S2
-65.0,-2.0,5.0,-35.08,0.183188,31.49,4,S4
-6.0,67.0,-15.0,42.9,2.181626,32.18,2,S4
-32.0,56.0,9.0,1.6,3.064468,32.13,2,S3
-56.0,8.0,31.0,-3.89,0.311125,31.61,4,S14
-56.0,-4.0,33.0,1.65,0.382081,30.91,3,S3
-63.0,2.0,16.0,20.93,0.184468,31.41,4,S4
-19.0,60.0,14.0,42.97,2.548534,32.39,2,S4
-63.0,1.0,17.0,15.04,0.181909,31.43,4,S4
-52.0,-1.0,39.0,-3.94,0.447425,33.18,1,S3
-19.0,62.0,-1.0,6.92,2.241747,32.21,2,S4
-46.0,45.0,9.0,1.26,0.332112,30.83,4,S3
